player_id,sessions_per_week,avg_session_time,spend,days_since_last_login,churn
0,7,64,29.507117741861233,19,0
1,15,26,14.009988641955609,16,0
2,11,28,37.52228260876282,10,0
3,8,85,16.09696812452301,15,0
4,7,89,99.93532067832537,4,0
5,19,55,46.73859714413644,9,0
6,11,54,0.012034935425618227,25,0
7,11,15,81.85940424170937,25,0
8,4,60,20.03972686569103,19,1
9,8,75,19.298419332390583,4,0
10,3,46,24.14940313729776,19,1
11,2,43,49.74810302727977,8,0
12,12,73,29.175256125481063,2,0
13,6,112,49.52856721546605,2,0
14,2,52,7.936934863831578,9,0
15,1,61,175.60275651292523,6,0
16,12,25,65.39380930667151,1,0
17,12,86,14.3979126745382,24,0
18,17,103,64.39851058982843,7,0
19,10,24,42.78630044689163,11,0
20,16,19,5.781149559350973,29,0
21,15,73,9.81269372556413,21,0
22,15,81,2.109278580196521,29,0
23,19,55,82.8364538478582,28,0
24,12,80,40.11516146246558,8,0
25,3,66,19.044623817483075,10,0
26,5,89,6.753480297883095,18,0
27,19,41,33.08687121764933,19,0
28,7,10,37.249541499088096,22,0
29,9,75,60.52444959529756,16,0
30,7,30,175.22335497324804,12,0
31,18,110,28.54165730619308,0,0
32,4,116,26.046677406844328,0,0
33,14,12,23.096218097146455,27,0
34,18,77,87.70119743104247,7,0
35,9,95,8.498935488785461,12,0
36,2,8,21.06546614143713,5,0
37,15,25,64.54390114305431,2,0
38,7,35,0.7909702459616147,15,0
39,12,25,17.08092344180841,9,0
40,8,108,51.283962278784955,6,0
41,15,29,10.28680335230968,21,0
42,3,107,18.027735104126823,20,1
43,14,19,33.28098554597072,2,0
44,17,39,27.411109135739796,13,0
45,4,53,5.60399590457334,15,0
46,18,47,139.2211817727136,3,0
47,8,45,2.265180294745509,28,0
48,4,41,69.26329579211756,12,0
49,2,61,3.7050862828008126,26,1
50,6,46,31.489449320315344,26,0
51,10,51,9.64352761487039,0,0
52,4,96,7.605010631987712,24,1
53,18,65,6.727908924679325,4,0
54,12,18,30.145824586404906,17,0
55,2,72,36.23033506804562,11,0
56,10,57,7.157993819702056,10,0
57,4,88,194.11284780173128,8,0
58,14,38,14.904528461069273,27,0
59,16,80,30.702138533917473,6,0
60,15,101,12.184507061219618,13,0
61,8,28,34.0532873386581,29,0
62,14,24,70.53275084606302,23,0
63,8,73,36.81338388641153,28,0
64,16,106,16.819032990988678,2,0
65,13,34,14.27732496953283,15,0
66,18,92,71.13431045960978,29,0
67,15,111,6.291664997440795,6,0
68,13,108,23.099113876400153,26,0
69,9,11,8.213241261056194,0,0
70,15,40,14.918673063524531,5,0
71,13,42,8.284033331247498,25,0
72,1,84,108.91781426495409,5,0
73,7,56,65.82054479889385,26,0
74,9,19,41.1545076543718,9,0
75,1,50,12.707543806059753,11,0
76,12,27,35.69064538530107,21,0
77,8,16,36.78532650868549,18,0
78,11,97,44.62916505664691,5,0
79,19,48,3.0983000306000985,13,0
80,17,116,180.41471458139256,2,0
81,8,19,31.31546873401249,9,0
82,3,97,130.5451133450145,8,0
83,3,113,0.4928265556808662,22,1
84,1,111,14.221594377173933,29,1
85,5,53,5.490496108635186,28,0
86,10,25,73.40042834194763,19,0
87,7,19,19.292319709291153,18,0
88,9,18,91.78321943399926,21,0
89,7,46,89.30438890074373,14,0
90,9,112,55.100120352546355,8,0
91,8,84,54.79806082496464,18,0
92,12,19,60.2252626481003,7,0
93,2,110,56.00668631199143,21,1
94,1,67,24.462042807585107,3,0
95,16,72,57.41549724374144,4,0
96,5,31,113.84926372019908,18,0
97,3,91,20.216299747945083,13,0
98,12,97,144.9203210700064,17,0
99,8,109,0.683733067397335,24,0
100,3,57,21.468621585073507,28,1
101,1,56,7.08384683975693,18,1
102,3,67,6.769217073435545,5,0
103,5,77,84.48618711110423,4,0
104,15,57,125.27688963750106,25,0
105,14,61,75.19947723419087,10,0
106,3,56,187.7845617081812,23,1
107,1,111,12.18829757471879,4,0
108,5,47,7.587672652536928,26,0
109,14,11,36.77182318021159,7,0
110,7,46,88.3155857965669,26,0
111,9,8,2.0327197427754564,4,0
112,15,73,270.91883580077194,10,0
113,15,9,46.096068863027135,25,0
114,10,79,193.02329122385729,12,0
115,13,109,22.712942231358795,5,0
116,19,96,30.626661391612803,4,0
117,7,84,69.78925124608057,17,0
118,17,45,78.67952165087647,25,0
119,4,98,13.26557864361671,9,0
120,5,8,132.82112212695435,15,0
121,7,6,101.02962946230028,21,0
122,13,114,0.918652939080602,13,0
123,15,71,6.880878246512421,22,0
124,11,118,34.26858504584447,14,0
125,4,25,30.89785886830294,2,0
126,13,74,61.61704590024032,2,0
127,7,47,4.699678029313021,11,0
128,19,86,51.76149928894935,22,0
129,2,112,47.9038276527889,14,0
130,10,73,13.303831238967165,10,0
131,13,13,39.08733245153163,9,0
132,6,88,12.564756158818524,19,0
133,12,32,7.9452748848003,14,0
134,12,30,42.564366095480985,17,0
135,11,86,189.65487180353588,24,0
136,7,87,13.520494893578089,13,0
137,1,7,21.951312991465326,28,1
138,1,77,14.824250307508075,24,1
139,13,104,15.49364533422658,5,0
140,9,99,25.891851834325568,13,0
141,3,53,60.508852319828854,15,0
142,7,21,1.9788740889911438,1,0
143,6,67,157.4723807075764,18,0
144,8,59,2.3692512651654414,4,0
145,9,27,106.53808158744977,10,0
146,5,38,112.39447655634274,10,0
147,1,109,37.16828291129131,20,1
148,19,109,7.366845653614168,28,0
149,10,73,41.63724343532696,24,0
150,12,19,49.52811124137117,25,0
151,15,51,97.51160901202559,18,0
152,9,7,40.02497011402551,17,0
153,17,87,26.441791572104712,25,0
154,17,32,91.09790270526472,7,0
155,12,7,198.03912655397184,22,0
156,7,106,51.79641252641761,11,0
157,2,8,103.72749120428044,8,0
158,3,92,45.65667516212662,2,0
159,17,35,58.52496582893213,5,0
160,5,49,58.2643933922479,20,0
161,17,63,61.00290523539994,20,0
162,17,49,19.357697560989983,25,0
163,17,79,42.86117743788344,23,0
164,2,41,45.08680629143606,0,0
165,2,69,18.922050536601454,16,1
166,5,13,21.527790763602482,2,0
167,1,21,71.82609854948764,26,1
168,1,69,43.700351182973414,17,1
169,19,7,8.07956493302634,17,0
170,2,115,90.89603200110096,1,0
171,12,30,107.32793170888701,3,0
172,6,57,31.38118984897712,0,0
173,4,35,11.717014577093217,9,0
174,11,30,147.44863267237304,24,0
175,17,27,106.96788564615245,29,0
176,6,34,14.010949290708913,4,0
177,5,14,5.023830639906156,4,0
178,2,76,29.049316662402163,8,0
179,6,112,56.41188906995354,13,0
180,11,93,9.642150799822295,20,0
181,16,68,35.99639607794232,12,0
182,16,26,27.705404905995014,12,0
183,1,19,110.61489754531576,26,1
184,9,109,28.067945685463485,29,0
185,6,60,38.15449590867168,23,0
186,16,78,155.37365053795108,26,0
187,3,24,17.811735319629754,0,0
188,4,109,17.053504765538875,16,1
189,19,51,80.37076794426956,19,0
190,3,91,16.254591025615127,7,0
191,19,57,89.14966128515852,2,0
192,7,57,5.0206172016797606,16,0
193,9,5,5.897597657264559,26,0
194,1,6,115.79535904402806,11,0
195,8,62,38.9148090950391,24,0
196,7,23,63.43699276881082,24,0
197,18,66,12.76325414080258,24,0
198,8,82,9.092545481212062,24,0
199,1,76,90.07663224519636,17,1
200,11,106,22.20692430164859,13,0
201,18,16,30.351466885503065,29,0
202,10,30,1.4185281335750175,10,0
203,3,31,24.378306285625907,26,1
204,7,33,73.57906488150601,15,0
205,16,19,86.09539796395927,26,0
206,16,50,59.99153455045797,3,0
207,17,5,58.91196084035498,17,0
208,2,64,35.285211223284115,6,0
209,1,111,38.64517379915015,10,0
210,16,96,67.86236639595401,15,0
211,12,61,14.204546338903471,15,0
212,5,7,13.166846303466462,2,0
213,5,119,149.71149404960983,24,0
214,9,22,1.4040239430877115,22,0
215,9,56,7.510076447074749,23,0
216,3,64,42.23717267335812,8,0
217,19,38,66.93902935918575,7,0
218,16,100,38.59773322853162,6,0
219,16,97,21.93020929845834,24,0
220,3,93,190.78139651897627,26,1
221,1,64,60.844913155017686,16,1
222,11,30,89.00859557221449,10,0
223,17,107,2.0539594102213976,3,0
224,8,76,13.454146391959773,3,0
225,4,23,23.433912884265283,4,0
226,6,115,10.081420912751767,7,0
227,8,110,3.784652994505345,9,0
228,3,26,12.750526676020765,16,1
229,16,97,38.139402158501916,5,0
230,3,37,59.49449648371342,8,0
231,18,42,74.36564317435528,9,0
232,14,113,2.1942587963807125,7,0
233,18,114,27.929605672051228,14,0
234,2,39,6.5174848985326275,17,1
235,3,111,28.21135399483841,22,1
236,16,71,28.455926614524753,4,0
237,9,87,34.47884674515069,17,0
